Initial Proficiency (%),Session Duration (minutes),Improvement Rate (%),Total Days Required,Minutes Per Day,Target Proficiency (%)
61.01,14.27,0.09,313,0.05,90
17.48,45.08,0.62,117,0.39,90
70.29,55.41,0.27,72,0.77,90
3.49,42.68,0.69,127,0.34,90
43.81,18.48,0.17,267,0.07,90
35.19,52.86,0.57,96,0.55,90
47.31,32.36,0.28,151,0.21,90
9.99,19.5,0.29,274,0.07,90
0.77,58.2,0.96,93,0.63,90
41.68,58.04,0.56,86,0.67,90
30.33,41.21,0.48,125,0.33,90
21.57,28.13,0.37,187,0.15,90
3.22,44.67,0.72,121,0.37,90
49.02,28.7,0.24,169,0.17,90
29.5,44.96,0.53,115,0.39,90
32.88,44.49,0.5,115,0.39,90
43.78,57.93,0.54,86,0.67,90
43.87,24.16,0.23,205,0.12,90
21.34,14.92,0.2,352,0.04,90
42.89,53.15,0.51,94,0.57,90
45.64,30.79,0.28,160,0.19,90
20.04,47.24,0.63,112,0.42,90
63,16.01,0.1,274,0.06,90
54.54,52.87,0.4,89,0.59,90
8.07,48.71,0.75,110,0.44,90
24.74,51.89,0.65,101,0.51,90
56.96,17.88,0.13,258,0.07,90
13.88,46.2,0.66,115,0.4,90
11.59,43.14,0.64,124,0.35,90
63.21,28.89,0.18,152,0.19,90
11.38,38.75,0.57,138,0.28,90
24.44,12.18,0.15,428,0.03,90
42.39,14.67,0.14,338,0.04,90
12.53,51.64,0.75,103,0.5,90
24.23,13.41,0.17,389,0.03,90
57.27,12.93,0.09,356,0.04,90
4.35,30.84,0.49,175,0.18,90
30.24,34.84,0.41,148,0.24,90
2.83,35.38,0.57,153,0.23,90
65.62,45.05,0.26,95,0.47,90
41.97,44.03,0.43,113,0.39,90
24.75,39,0.49,134,0.29,90
61.48,22.47,0.14,198,0.11,90
2.42,38.41,0.62,141,0.27,90
25.75,18.78,0.23,277,0.07,90
78.19,31.22,0.11,105,0.3,90
36.05,12.61,0.13,402,0.03,90
38.29,38.7,0.4,130,0.3,90
79.63,11.26,0.04,272,0.04,90
51.77,22.82,0.18,209,0.11,90
32.84,15.84,0.18,323,0.05,90
8.63,40.34,0.61,133,0.3,90
74.47,45.91,0.2,80,0.57,90
0.47,49.22,0.82,110,0.45,90
13.46,36.78,0.53,145,0.25,90
22.15,16.36,0.21,320,0.05,90
30.4,30.44,0.35,169,0.18,90
64.97,32.74,0.19,131,0.25,90
15.05,44.51,0.63,119,0.37,90
63.73,40.34,0.24,108,0.37,90
9.73,50.7,0.76,106,0.48,90
0.92,21.95,0.36,246,0.09,90
17.3,10.47,0.14,504,0.02,90
29.47,38.88,0.46,133,0.29,90
17.78,34.34,0.47,154,0.22,90
38.27,26.63,0.27,189,0.14,90
48.1,52.24,0.45,93,0.56,90
19,59.74,0.81,89,0.67,90
8.74,54.9,0.84,98,0.56,90
57.56,34.49,0.24,133,0.26,90
63.59,16.03,0.1,272,0.06,90
70.84,48.45,0.24,82,0.59,90
44.48,15.54,0.14,317,0.05,90
13.22,36.41,0.53,146,0.25,90
56.76,39.04,0.28,119,0.33,90
60.13,44.84,0.3,101,0.44,90
76.32,29.18,0.12,119,0.25,90
24.55,42.07,0.53,124,0.34,90
4.27,27.5,0.44,196,0.14,90
50.09,23.28,0.19,207,0.11,90
23.06,55.51,0.71,95,0.58,90
67.87,40.55,0.22,102,0.4,90
49.13,37.11,0.31,130,0.29,90
14.56,47.18,0.67,113,0.42,90
58.65,28.35,0.2,161,0.18,90
11.43,50.32,0.74,106,0.47,90
10.51,43.21,0.64,124,0.35,90
4.29,33.87,0.54,159,0.21,90
54.63,36.55,0.28,128,0.29,90
7.39,14.69,0.23,365,0.04,90
47.34,28.19,0.25,173,0.16,90
48.67,38.78,0.33,125,0.31,90
1.73,40.08,0.66,135,0.3,90
68.97,34.56,0.18,118,0.29,90
3.84,49.67,0.8,109,0.46,90
7.3,39.87,0.62,135,0.3,90
70.51,32.76,0.16,122,0.27,90
59.87,38.96,0.26,116,0.34,90
68.96,24.82,0.13,164,0.15,90
20.43,10.15,0.13,517,0.02,90
72.45,50.64,0.23,76,0.67,90
56.71,21.28,0.15,217,0.1,90
43.63,26.09,0.25,190,0.14,90
67.48,23.17,0.13,180,0.13,90
20.44,54.92,0.73,96,0.57,90
65.17,12.96,0.08,331,0.04,90
32.21,25.57,0.29,201,0.13,90
78.76,45.03,0.16,71,0.63,90
63.95,33,0.2,132,0.25,90
64.37,27.5,0.16,157,0.18,90
28.67,45.74,0.54,113,0.4,90
72.29,58.69,0.27,66,0.89,90
18.27,20.41,0.28,259,0.08,90
41.87,37.67,0.37,132,0.29,90
77.18,27.54,0.1,123,0.22,90
9.5,41.92,0.63,128,0.33,90
29.44,41.02,0.48,126,0.33,90
29.54,55.39,0.65,93,0.6,90
22.1,41.98,0.55,125,0.34,90
75.45,21.61,0.09,165,0.13,90
24.38,39.18,0.49,133,0.29,90
39.3,25.16,0.25,200,0.13,90
9.66,50.47,0.76,106,0.48,90
57.81,14.1,0.1,325,0.04,90
13.96,59.2,0.85,90,0.66,90
8.18,33.35,0.51,161,0.21,90
61.11,35.48,0.23,126,0.28,90
75.23,43.95,0.18,82,0.54,90
50.66,55.94,0.46,86,0.65,90
61.57,38.55,0.25,116,0.33,90
22.56,24.46,0.32,214,0.11,90
37.89,41.3,0.43,122,0.34,90
62.86,14.01,0.09,314,0.04,90
60.47,29.76,0.2,151,0.2,90
15.28,48.77,0.69,109,0.45,90
1.28,42.81,0.7,126,0.34,90
2.37,53.41,0.87,101,0.53,90
12.01,37.78,0.55,141,0.27,90
46.95,30.61,0.27,160,0.19,90
68.81,55.48,0.29,74,0.75,90
52.49,20.04,0.16,237,0.08,90
51.58,50.34,0.41,95,0.53,90
11.67,27,0.4,198,0.14,90
2.02,32.43,0.53,167,0.19,90
61.99,22.23,0.14,199,0.11,90
43.07,37.14,0.35,134,0.28,90
21.97,30.86,0.4,170,0.18,90
55.72,58.24,0.43,80,0.73,90
74.36,44.43,0.19,83,0.54,90
61.47,40.43,0.26,110,0.37,90
72.62,42.05,0.19,91,0.46,90
3.83,11.2,0.18,480,0.02,90
35.06,43.66,0.47,117,0.37,90
12.82,17.2,0.25,309,0.06,90
60.61,36.41,0.24,123,0.3,90
28.28,43.67,0.52,119,0.37,90
7.41,33.6,0.52,160,0.21,90
20.59,41.68,0.55,126,0.33,90
66.09,14.92,0.08,284,0.05,90
70.5,21.96,0.11,181,0.12,90
8.4,47.17,0.72,114,0.41,90
55.34,48.79,0.36,96,0.51,90
38.85,51.93,0.53,97,0.54,90
74.67,11.82,0.05,308,0.04,90
12.21,32.5,0.48,164,0.2,90
73.17,12.38,0.06,304,0.04,90
52.23,21.71,0.17,219,0.1,90
18.19,17.42,0.24,303,0.06,90
51.57,54.16,0.44,88,0.62,90
6.26,15.14,0.24,354,0.04,90
59.38,17.88,0.12,253,0.07,90
78.7,34.63,0.12,92,0.38,90
71.23,45.54,0.22,86,0.53,90
50.58,51.53,0.42,93,0.55,90
7.36,23.78,0.37,226,0.11,90
33.4,12.38,0.14,412,0.03,90
59.55,20.86,0.14,217,0.1,90
58.03,49.15,0.34,93,0.53,90
74.66,56.16,0.24,65,0.86,90
38.37,26.44,0.27,191,0.14,90
79.23,55.95,0.19,56,1,90
66.58,40.23,0.22,105,0.38,90
3.16,13.79,0.22,391,0.04,90
43.15,28.04,0.27,177,0.16,90
50.31,24.91,0.21,193,0.13,90
41.79,27.95,0.27,178,0.16,90
39.06,13.22,0.13,380,0.03,90
12.63,35.88,0.52,149,0.24,90
43.09,20.94,0.2,237,0.09,90
19.66,21.91,0.29,240,0.09,90
10.2,53.64,0.8,100,0.54,90
33.39,40.16,0.45,127,0.32,90
75.25,51.42,0.21,70,0.73,90
11.11,14.53,0.22,367,0.04,90
55.67,32.43,0.24,144,0.23,90
28.76,38.57,0.46,134,0.29,90
55.71,46.99,0.35,99,0.47,90
27.15,47.87,0.58,109,0.44,90
32.06,32.2,0.36,159,0.2,90
6.22,34.44,0.54,156,0.22,90
13.32,59.84,0.86,89,0.67,90
28.83,12.06,0.14,428,0.03,90
52.99,16.77,0.13,282,0.06,90
64.75,27.29,0.16,158,0.17,90
61.86,37.28,0.24,119,0.31,90
67.2,25.63,0.14,163,0.16,90
25.64,18.15,0.22,287,0.06,90
28.38,25.07,0.3,206,0.12,90
11.2,29.91,0.44,179,0.17,90
18.69,48.32,0.65,109,0.44,90
21.33,10.07,0.13,521,0.02,90
51.07,28.08,0.23,170,0.17,90
16.71,22.46,0.31,236,0.1,90
20.36,14.82,0.2,355,0.04,90
79.8,18.15,0.06,167,0.11,90
20.85,42.4,0.56,124,0.34,90
57.16,20.99,0.15,220,0.1,90
58.26,32.57,0.23,141,0.23,90
35.35,44.19,0.48,115,0.38,90
23.79,41.9,0.53,125,0.34,90
24.14,17.78,0.22,293,0.06,90
32.83,48.02,0.54,107,0.45,90
78.33,41.21,0.15,79,0.52,90
3.77,54.64,0.88,99,0.55,90
39.99,21.24,0.21,236,0.09,90
15.43,12.94,0.18,409,0.03,90
35.59,10.6,0.11,479,0.02,90
65.75,27.99,0.16,152,0.18,90
41.83,34.77,0.34,143,0.24,90
3.43,56.83,0.91,95,0.6,90
62.22,35.95,0.23,123,0.29,90
48.84,10.71,0.09,451,0.02,90
16.19,40.93,0.57,130,0.31,90
69.84,11.25,0.06,357,0.03,90
31.55,38.82,0.44,132,0.29,90
68.06,37.74,0.2,110,0.34,90
36.33,36.34,0.39,140,0.26,90
70.9,36.15,0.18,109,0.33,90
32.43,24.11,0.27,213,0.11,90
61.22,35.67,0.23,125,0.29,90
49.85,52.7,0.44,92,0.57,90
4.91,15.02,0.24,358,0.04,90
60.46,18.36,0.12,245,0.07,90
66.7,28.41,0.16,148,0.19,90
31.52,56.66,0.65,91,0.62,90
53.74,34.73,0.27,136,0.26,90
37.87,50.32,0.52,101,0.5,90
72.12,11.4,0.05,338,0.03,90
69.53,51.12,0.26,79,0.65,90
65.56,26.39,0.15,162,0.16,90
75.35,27.59,0.11,130,0.21,90
63.53,19.17,0.12,228,0.08,90
34.48,45.19,0.49,113,0.4,90
57.96,35.61,0.25,129,0.28,90
56.47,43.08,0.31,108,0.4,90
62.18,13.86,0.09,319,0.04,90
74.9,12.21,0.05,296,0.04,90
57.76,30.94,0.22,149,0.21,90
24.3,32.26,0.41,162,0.2,90
46.47,51.63,0.46,95,0.54,90
71.4,58.47,0.28,67,0.87,90
70.99,40.36,0.2,98,0.41,90
31.47,13.58,0.16,378,0.04,90
71.85,33.59,0.16,116,0.29,90
68.47,41.87,0.22,98,0.43,90
1.87,16.77,0.27,322,0.05,90
20.12,21.96,0.29,240,0.09,90
23.98,56.14,0.71,93,0.6,90
79.57,38.21,0.13,81,0.47,90
22.94,47.63,0.61,110,0.43,90
35.77,48.52,0.52,105,0.46,90
3.86,27.53,0.44,196,0.14,90
23.18,24.26,0.31,216,0.11,90
31.39,13.77,0.16,373,0.04,90
6.26,53.81,0.84,100,0.54,90
60.17,47.85,0.32,94,0.51,90
27.63,44.38,0.54,117,0.38,90
75.36,35.76,0.15,100,0.36,90
19.98,10.77,0.14,488,0.02,90
28.25,49.45,0.59,105,0.47,90
28.95,41.26,0.49,125,0.33,90
6.48,37.83,0.59,142,0.27,90
77.07,31.04,0.12,110,0.28,90
67.6,30.74,0.17,135,0.23,90
6.3,46.89,0.73,115,0.41,90
47.65,15.92,0.14,305,0.05,90
10.06,25.1,0.38,213,0.12,90
2.87,54.74,0.89,99,0.55,90
78.91,28.37,0.1,112,0.25,90
25.27,49.71,0.62,105,0.47,90
52.56,29.99,0.24,158,0.19,90
12.05,53.23,0.78,100,0.53,90
45.03,25.61,0.23,192,0.13,90
36.56,24.26,0.26,209,0.12,90
11.22,17,0.25,314,0.05,90
51.83,50.79,0.41,94,0.54,90
71.86,54.46,0.26,72,0.76,90
37.05,27.5,0.29,184,0.15,90
78.33,39.16,0.14,83,0.47,90
20.8,28.53,0.38,184,0.16,90
56.75,40.28,0.29,115,0.35,90
10.74,41.36,0.62,129,0.32,90
73.2,12.21,0.05,309,0.04,90
1.19,27.11,0.45,199,0.14,90
17.07,44.03,0.61,120,0.37,90
32.63,58.09,0.65,88,0.66,90
20.68,49.3,0.65,107,0.46,90
9.31,17.53,0.27,305,0.06,90
51.97,18.38,0.15,259,0.07,90
15.76,15.56,0.22,340,0.05,90
26.9,58.89,0.72,88,0.67,90
36.16,36.28,0.39,140,0.26,90
66.4,31.38,0.18,135,0.23,90
24.18,20.88,0.26,250,0.08,90
74.76,30.65,0.13,119,0.26,90
69.2,51.54,0.26,79,0.65,90
8.03,48.69,0.75,110,0.44,90
62.99,56.57,0.35,78,0.73,90
5.98,21.7,0.34,248,0.09,90
53.07,57.74,0.45,82,0.7,90
10.13,51.75,0.78,104,0.5,90
41.09,42.67,0.42,117,0.36,90
50.58,56.88,0.47,85,0.67,90
23.85,28.67,0.36,182,0.16,90
7.29,39.56,0.61,136,0.29,90
16.79,55.13,0.76,96,0.57,90
52.32,22.27,0.18,213,0.1,90
46.05,20.03,0.18,245,0.08,90
43.57,13.59,0.13,364,0.04,90
33.16,50.82,0.57,101,0.5,90
71.78,59.9,0.28,65,0.92,90
12.73,12.49,0.18,426,0.03,90
22.02,18.15,0.24,289,0.06,90
22.16,53.02,0.69,99,0.54,90
66.24,18.84,0.11,225,0.08,90
77.58,17.44,0.07,191,0.09,90
37.03,12.63,0.13,400,0.03,90
28.12,47.2,0.57,110,0.43,90
31.99,43.05,0.49,119,0.36,90
15.13,16.1,0.23,329,0.05,90
46.5,26.34,0.23,186,0.14,90
24.76,40.7,0.51,128,0.32,90
54.7,47.37,0.36,99,0.48,90
1.06,49.45,0.82,110,0.45,90
36.17,56.04,0.6,91,0.62,90
22.31,12.72,0.16,411,0.03,90
21.45,59.89,0.78,88,0.68,90
45.9,50.36,0.45,98,0.51,90
28.29,23.56,0.28,220,0.11,90
69.96,51.81,0.26,78,0.66,90
63.52,28.74,0.17,152,0.19,90
9.2,28.51,0.43,188,0.15,90
72.45,38.54,0.18,100,0.39,90
8.62,32.51,0.5,165,0.2,90
52.46,46.69,0.37,102,0.46,90
69.22,36.43,0.19,112,0.33,90
1.84,22.91,0.37,236,0.1,90
26.59,19.69,0.24,264,0.07,90
53.92,25.78,0.2,183,0.14,90
20.07,19.41,0.26,271,0.07,90
48.82,42.47,0.36,114,0.37,90
59.02,19.07,0.13,238,0.08,90
54.71,14.37,0.11,326,0.04,90
43.87,20.76,0.19,238,0.09,90
38.05,16.68,0.17,302,0.06,90
39.54,18.98,0.19,264,0.07,90
21.67,28.54,0.37,184,0.16,90
79.83,40.38,0.14,75,0.54,90
0.6,36.1,0.6,150,0.24,90
62.37,48.18,0.3,92,0.52,90
14.23,30.66,0.44,173,0.18,90
75.37,49.5,0.2,72,0.69,90
49.38,13.11,0.11,368,0.04,90
9.11,33.32,0.5,161,0.21,90
66.63,31.65,0.18,133,0.24,90
42.27,47.51,0.46,105,0.45,90
38.66,35.81,0.37,141,0.25,90
28.71,45.94,0.55,113,0.41,90
17.77,43.36,0.59,122,0.36,90
36.72,29.72,0.31,170,0.17,90
68.23,48.44,0.26,85,0.57,90
53.09,58.4,0.46,81,0.72,90
33.29,37.93,0.42,135,0.28,90
45.61,50.08,0.45,98,0.51,90
49.62,25.56,0.21,189,0.14,90
59.9,25.66,0.17,176,0.15,90
72.77,11.11,0.05,342,0.03,90
76.23,17.15,0.07,203,0.08,90
9.8,19.44,0.29,275,0.07,90
52.24,54.54,0.43,87,0.63,90
68.69,14.63,0.08,280,0.05,90
65.69,44.92,0.26,95,0.47,90
10.29,48.49,0.73,110,0.44,90
66.68,10.36,0.06,406,0.03,90
66.79,33.33,0.18,126,0.26,90
69.19,55.6,0.29,73,0.76,90
40.84,56.8,0.56,88,0.65,90
55.35,10.19,0.08,457,0.02,90
43.93,31.58,0.3,157,0.2,90
4.25,41.64,0.66,130,0.32,90
32.54,40.01,0.45,128,0.31,90
64.96,50.63,0.3,85,0.6,90
70.22,11.65,0.06,343,0.03,90
20.2,24,0.32,219,0.11,90
51.55,38.43,0.31,124,0.31,90
59.5,59.71,0.4,76,0.79,90
33.02,50.3,0.56,102,0.49,90
15.13,19.97,0.28,266,0.08,90
73.19,36.7,0.16,103,0.36,90
24.5,13.41,0.17,389,0.03,90
41.51,47.55,0.46,105,0.45,90
37.22,21.71,0.23,233,0.09,90
39.42,17.77,0.18,282,0.06,90
1.71,16.5,0.27,327,0.05,90
18.28,14.56,0.2,362,0.04,90
6.96,12.71,0.2,422,0.03,90
20.88,28.29,0.37,186,0.15,90
35.71,15.68,0.17,324,0.05,90
7.17,45.56,0.7,118,0.39,90
26.2,49.78,0.61,105,0.47,90
27.34,18.99,0.23,273,0.07,90
69.65,31.75,0.16,127,0.25,90
9.13,34.74,0.53,154,0.23,90
14.54,50.43,0.72,106,0.48,90
25.4,17.42,0.22,299,0.06,90
25.62,37.3,0.46,140,0.27,90
4.75,58.99,0.94,92,0.64,90
12.87,28.35,0.41,188,0.15,90
41.28,13.31,0.13,375,0.04,90
51.95,42.6,0.34,112,0.38,90
71.55,48.41,0.23,81,0.6,90
13.7,37.71,0.54,141,0.27,90
71.99,32.34,0.15,120,0.27,90
59.26,17.63,0.12,257,0.07,90
32.36,18.58,0.21,276,0.07,90
70.75,31.04,0.15,128,0.24,90
58.12,12.53,0.09,365,0.03,90
73.18,59.15,0.26,64,0.92,90
53.71,57.29,0.44,83,0.69,90
17.99,58.87,0.8,90,0.65,90
9.99,15.58,0.23,343,0.05,90
22.31,40.62,0.53,129,0.31,90
25.05,13.8,0.17,377,0.04,90
28.29,40.8,0.49,127,0.32,90
9.9,50.29,0.76,107,0.47,90
39.82,36,0.36,139,0.26,90
32.26,43.25,0.49,119,0.36,90
39.63,42.75,0.43,118,0.36,90
50.05,32.03,0.27,150,0.21,90
7.63,40.61,0.63,132,0.31,90
74.35,39.21,0.17,94,0.42,90
18.77,44.97,0.61,118,0.38,90
35.47,31.42,0.34,162,0.19,90
67.32,45.98,0.25,91,0.51,90
74.18,57.1,0.25,65,0.88,90
70.2,41.83,0.21,96,0.44,90
64.33,26.54,0.16,163,0.16,90
21.36,34.04,0.45,154,0.22,90
48.83,54.81,0.47,89,0.62,90
32.91,35.75,0.4,143,0.25,90
31.19,28.91,0.33,178,0.16,90
1.08,16.53,0.27,327,0.05,90
65.42,28.39,0.16,151,0.19,90
44.14,39.34,0.37,126,0.31,90
37.44,47.23,0.49,107,0.44,90
9.91,16.84,0.25,317,0.05,90
68.35,45.2,0.24,91,0.5,90
28.65,35.95,0.43,144,0.25,90
5.93,30.59,0.48,176,0.17,90
59.6,24.48,0.16,185,0.13,90
68.63,44.24,0.23,93,0.48,90
26.41,15.55,0.19,334,0.05,90
53.93,47.67,0.37,99,0.48,90
58.54,54.43,0.38,84,0.65,90
61.1,29.78,0.19,150,0.2,90
24.82,49.05,0.61,107,0.46,90
70.39,51.63,0.25,77,0.67,90
10.93,23.77,0.35,225,0.11,90
61.66,58.1,0.37,77,0.75,90
0.47,46.02,0.76,118,0.39,90
26.49,32.73,0.4,159,0.21,90
71.38,10.76,0.05,363,0.03,90
30.49,34.91,0.4,148,0.24,90
71.1,38.14,0.18,103,0.37,90
32.98,47.6,0.53,108,0.44,90
7.18,53.1,0.82,101,0.53,90
1.46,30.24,0.5,179,0.17,90
28.34,21.88,0.26,236,0.09,90
1.89,57.89,0.95,94,0.62,90
76.02,13.14,0.05,267,0.05,90
1.66,58.38,0.96,93,0.63,90
53.62,40.97,0.32,115,0.36,90
4.92,35.48,0.56,152,0.23,90
58.63,46.45,0.32,98,0.47,90
36.44,11.33,0.12,447,0.03,90
58.05,47.74,0.33,96,0.5,90
38.31,14.42,0.15,349,0.04,90
31.83,50.17,0.57,103,0.49,90
1.44,45.56,0.75,119,0.38,90
4.21,19.17,0.31,281,0.07,90
0.28,45.47,0.76,119,0.38,90
52.97,33.63,0.26,141,0.24,90
12.99,16.16,0.23,329,0.05,90
42.65,17.14,0.16,290,0.06,90
8.89,44.6,0.68,120,0.37,90
74.77,35.46,0.15,103,0.34,90
25.83,53.45,0.66,98,0.55,90
1.35,57.8,0.95,94,0.61,90
41.44,36.15,0.35,138,0.26,90
30.97,55.88,0.64,92,0.61,90
10.21,16.23,0.24,329,0.05,90
23.3,19.81,0.25,264,0.08,90
10.52,10.06,0.15,530,0.02,90
73.94,11.54,0.05,321,0.04,90
55.38,52.24,0.39,90,0.58,90
34.75,39.04,0.42,131,0.3,90
78.35,41.25,0.15,79,0.52,90
36.58,48.37,0.51,105,0.46,90
9.8,31.88,0.48,168,0.19,90
61.12,28.59,0.19,156,0.18,90
35.52,41.3,0.44,123,0.34,90
46.67,35.44,0.32,138,0.26,90
79.03,17.49,0.06,180,0.1,90
75.74,47.63,0.19,75,0.64,90
9.28,16.69,0.25,320,0.05,90
17.89,42.24,0.58,125,0.34,90
30.99,25.34,0.29,203,0.12,90
65.98,36.69,0.21,116,0.32,90
50.8,38.38,0.31,125,0.31,90
4.35,43.89,0.7,123,0.36,90
37.61,51.01,0.53,99,0.52,90
76.24,57.41,0.23,61,0.94,90
26.75,40.14,0.49,130,0.31,90
72.91,10.26,0.05,370,0.03,90
11.68,44.63,0.66,120,0.37,90
42.65,32.03,0.31,155,0.21,90
28.53,18.73,0.22,276,0.07,90
39.72,50.23,0.5,100,0.5,90
2.87,22,0.36,245,0.09,90
66.98,26.68,0.15,157,0.17,90
71.28,55.96,0.27,70,0.8,90
10.78,22.69,0.34,235,0.1,90
27.77,35.53,0.43,146,0.24,90
34.7,38.5,0.42,132,0.29,90
5.88,43.75,0.69,123,0.36,90
77.36,13.06,0.05,257,0.05,90
38.97,17.07,0.17,294,0.06,90
61.98,23.77,0.15,186,0.13,90
37.83,22.85,0.24,221,0.1,90
11.39,12.33,0.18,432,0.03,90
0.55,45.57,0.76,119,0.38,90
18.75,31.95,0.43,165,0.19,90
11.33,43.25,0.64,124,0.35,90
63.9,35.19,0.21,124,0.28,90
2.36,37.1,0.6,146,0.25,90
72.17,58.66,0.27,66,0.89,90
52.46,28.38,0.22,167,0.17,90
2.95,54.37,0.88,99,0.55,90
1.67,44.91,0.74,121,0.37,90
8.8,54.73,0.83,98,0.56,90
45.24,18.96,0.17,259,0.07,90
4.42,28.22,0.45,191,0.15,90
73.81,19.36,0.08,192,0.1,90
49.76,57.72,0.48,84,0.69,90
66.3,42.15,0.24,101,0.42,90
28.38,28.72,0.34,180,0.16,90
50.1,54.04,0.45,89,0.61,90
30.22,57.55,0.67,90,0.64,90
30.46,41.99,0.49,123,0.34,90
77.65,15.89,0.06,209,0.08,90
76.76,34.65,0.13,99,0.35,90
23.94,16.98,0.22,307,0.06,90
63.57,42.26,0.26,104,0.41,90
1.5,52.8,0.87,103,0.51,90
9.65,48.32,0.73,111,0.44,90
26.15,10.97,0.14,473,0.02,90
48.16,20.13,0.17,241,0.08,90
20.4,40.62,0.54,130,0.31,90
76.26,57.6,0.23,61,0.94,90
48.69,27.21,0.23,178,0.15,90
64.89,35.05,0.21,123,0.28,90
28.69,37,0.44,140,0.26,90
67.6,11.66,0.06,356,0.03,90
2.4,49.43,0.8,109,0.45,90
6.83,15.43,0.24,348,0.04,90
29.76,49.85,0.58,104,0.48,90
26.78,22.84,0.28,227,0.1,90
56.55,16.56,0.12,279,0.06,90
39.84,26.21,0.26,191,0.14,90
14.14,15.77,0.23,337,0.05,90
50.89,51.09,0.42,94,0.54,90
59.04,41.77,0.29,109,0.38,90
44.05,19.99,0.19,247,0.08,90
20.85,49.8,0.66,106,0.47,90
26.43,18.19,0.22,286,0.06,90
40.03,19.98,0.2,251,0.08,90
35.77,19.85,0.21,256,0.08,90
67.73,48.29,0.26,86,0.56,90
28.62,21.34,0.25,242,0.09,90
64.4,53.64,0.32,81,0.66,90
60.78,17.77,0.12,252,0.07,90
68.55,38.53,0.2,107,0.36,90
37.5,17.51,0.18,288,0.06,90
69,30.55,0.16,134,0.23,90
1.72,59.41,0.97,91,0.65,90
61.21,16.52,0.11,270,0.06,90
64.23,57.03,0.34,76,0.75,90
63.67,45.65,0.28,96,0.48,90
47.2,47.49,0.42,103,0.46,90
41.63,53.94,0.52,93,0.58,90
56.86,54.84,0.39,85,0.65,90
76.5,58.47,0.23,59,0.99,90
65.21,30.24,0.18,142,0.21,90
56.53,32.27,0.23,144,0.22,90
57.03,51.66,0.37,90,0.57,90
39.12,58.15,0.59,87,0.67,90
56.84,16.24,0.12,284,0.06,90
9.49,33.63,0.51,159,0.21,90
49.77,21.14,0.18,228,0.09,90
35.6,39.35,0.42,129,0.31,90
74.26,10.46,0.04,351,0.03,90
53.37,20.55,0.16,230,0.09,90
51.49,40.82,0.33,117,0.35,90
46.72,19.72,0.18,248,0.08,90
58.65,23.87,0.16,191,0.12,90
49.08,42.43,0.36,114,0.37,90
29.09,44.08,0.52,117,0.38,90
67.09,29.51,0.16,142,0.21,90
30.37,14.14,0.16,364,0.04,90
52.98,39.99,0.31,119,0.34,90
79.45,15.41,0.05,200,0.08,90
67.59,14.92,0.08,279,0.05,90
4.42,39.43,0.63,137,0.29,90
76.66,42.55,0.17,81,0.53,90
54,55.31,0.42,85,0.65,90
28.16,18.77,0.22,276,0.07,90
74.9,43.33,0.18,84,0.52,90
38.56,36.2,0.37,139,0.26,90
63.9,59.47,0.36,73,0.81,90
60.14,46.68,0.31,97,0.48,90
15.18,51.34,0.73,104,0.49,90
36.3,59.64,0.63,85,0.7,90
65.32,39.21,0.23,109,0.36,90
8.17,46.54,0.71,115,0.4,90
65.29,40.69,0.24,105,0.39,90
31.88,20.14,0.23,255,0.08,90
13.51,18.45,0.27,288,0.06,90
36.43,50.86,0.54,100,0.51,90
62.72,38.2,0.24,115,0.33,90
40.96,22.51,0.22,222,0.1,90
66.35,55.75,0.31,76,0.73,90
34.89,23.34,0.25,218,0.11,90
66.86,37.16,0.21,113,0.33,90
54.96,27.09,0.2,173,0.16,90
62.77,40.56,0.25,109,0.37,90
70.27,55.01,0.27,73,0.75,90
31.39,39.43,0.45,131,0.3,90
70.54,51.14,0.25,78,0.66,90
36.67,29.12,0.31,174,0.17,90
37.9,12.83,0.13,393,0.03,90
9.78,44.21,0.66,121,0.37,90
53.21,21.81,0.17,217,0.1,90
45.47,36.04,0.33,136,0.27,90
63.18,51.6,0.32,85,0.61,90
64.49,50.87,0.3,85,0.6,90
28.99,20.34,0.24,254,0.08,90
5.06,12.09,0.19,444,0.03,90
40.24,50.82,0.51,99,0.51,90
35.07,32.54,0.35,157,0.21,90
21.99,59.47,0.77,88,0.68,90
48.04,41.07,0.36,118,0.35,90
42.6,53.54,0.51,93,0.58,90
16.09,49.94,0.7,106,0.47,90
64.2,26.01,0.16,167,0.16,90
40.56,39.94,0.4,125,0.32,90
27.29,48.27,0.58,108,0.45,90
66.6,32.68,0.18,129,0.25,90
52.85,11.38,0.09,416,0.03,90
54.87,21.78,0.16,215,0.1,90
48.86,21.98,0.19,220,0.1,90
14.86,36,0.51,148,0.24,90
54.8,41.98,0.32,112,0.37,90
55.99,30.13,0.22,154,0.2,90
7.07,25.98,0.4,207,0.13,90
44.85,25.11,0.23,196,0.13,90
67.2,37.47,0.2,112,0.33,90
70.39,48.1,0.24,83,0.58,90
60.64,44.94,0.29,100,0.45,90
36.03,27.97,0.3,181,0.15,90
40.26,12.2,0.12,410,0.03,90
76.21,22.38,0.09,156,0.14,90
0.86,32.71,0.54,165,0.2,90
38.68,20.5,0.21,246,0.08,90
23.43,49.15,0.63,107,0.46,90
26.21,39.8,0.49,131,0.3,90
47.59,35.53,0.31,137,0.26,90
11.23,42.79,0.63,125,0.34,90
57.21,48.06,0.34,96,0.5,90
